id,VacantLot,Condominium,NbrOfUnits,NbrOfApts,ResSalePrice,VacBldgYear,ZIP
1_34_0,FALSE,FALSE,0,0,"5,000.00",0,63102
18_30_0,TRUE,FALSE,0,0,"85,000.00",0,63102
27_70_0,FALSE,FALSE,0,1,"210,000.00",0,63102
44.04_50_0,TRUE,FALSE,0,0,"94,955.00",2004,63102
49_80_0,FALSE,FALSE,0,0,"40,000.00",0,63102
50_105_0,FALSE,FALSE,0,0,"13,000.00",2018,63102
52_100_0,TRUE,FALSE,0,0,"185,000.00",0,63102
76_60_0,FALSE,FALSE,0,1,"85,000.00",2018,63102
99_31_0,FALSE,TRUE,1,0,"106,000.00",0,63102
99_36_0,FALSE,TRUE,1,0,"163,000.00",0,63102
99_41_0,FALSE,TRUE,1,0,"112,500.00",0,63102
99_43_0,FALSE,TRUE,1,0,"182,000.00",0,63102
99_46_0,FALSE,TRUE,1,0,"201,500.00",0,63102
99_47_0,FALSE,TRUE,1,0,"229,900.00",0,63102
99_48_0,FALSE,TRUE,1,0,"1,130,000.00",0,63102
99_49_0,FALSE,TRUE,1,0,"106,000.00",0,63102
99_51_0,FALSE,TRUE,1,0,"80,000.00",0,63102
99_52_0,FALSE,TRUE,1,0,"245,000.00",0,63102
99_53_0,FALSE,TRUE,1,0,"181,000.00",0,63102
99_59_0,FALSE,TRUE,1,0,"270,000.00",0,63102
99_61_0,FALSE,TRUE,1,0,"154,000.00",0,63102
99_64_0,FALSE,TRUE,1,0,"185,000.00",0,63102
99_66_0,FALSE,TRUE,1,0,"230,000.00",0,63102
99_67_0,FALSE,TRUE,1,0,"115,000.00",0,63102
99_81_0,FALSE,TRUE,1,0,"200,000.00",0,63102
99_82_0,FALSE,TRUE,1,0,"160,000.00",0,63102
99_85_0,FALSE,TRUE,1,0,"219,900.00",0,63102
99_87_0,FALSE,TRUE,1,0,"120,000.00",0,63102
99_92_0,FALSE,TRUE,1,0,"166,200.00",0,63102
99_97_0,FALSE,TRUE,1,0,"207,000.00",0,63102
99_102_0,FALSE,TRUE,1,0,"135,000.00",0,63102
99_103_0,FALSE,TRUE,1,0,"172,000.00",0,63102
99_104_0,FALSE,TRUE,1,0,"186,000.00",0,63102
99_105_0,FALSE,TRUE,1,0,"274,000.00",0,63102
99_108_0,FALSE,TRUE,1,0,"405,000.00",0,63102
99_109_0,FALSE,TRUE,1,0,"299,000.00",0,63102
99_110_0,FALSE,TRUE,1,0,"144,000.00",0,63102
99_113_0,FALSE,TRUE,1,0,"110,000.00",0,63102
99_114_0,FALSE,TRUE,1,0,"100,000.00",0,63102
99_117_0,FALSE,TRUE,1,0,"145,000.00",0,63102
99_118_0,FALSE,TRUE,1,0,"163,500.00",0,63102
99_119_0,FALSE,TRUE,1,0,"158,000.00",0,63102
99_120_0,FALSE,TRUE,1,0,"215,000.00",0,63102
99_133_0,FALSE,TRUE,1,0,"105,000.00",0,63102
99_135_0,FALSE,TRUE,1,0,"95,000.00",0,63102
99_141_0,FALSE,TRUE,1,0,"156,800.00",0,63102
99_142_0,FALSE,TRUE,1,0,"118,000.00",0,63102
99_143_0,FALSE,TRUE,1,0,"145,000.00",0,63102
99_144_0,FALSE,TRUE,1,0,"95,000.00",0,63102
99_151_0,FALSE,TRUE,0,0,"115,000.00",0,63102
99_152_0,FALSE,TRUE,1,0,"164,900.00",0,63102
99_153_0,FALSE,TRUE,1,0,"91,900.00",0,63102
99_159_0,FALSE,TRUE,1,0,"245,000.00",0,63102
99_165_0,FALSE,TRUE,1,0,"219,375.00",0,63102
99_166_0,FALSE,TRUE,1,0,"235,000.00",0,63102
99_167_0,FALSE,TRUE,0,0,"217,500.00",0,63102
99_168_0,FALSE,TRUE,0,0,"149,500.00",0,63102
99_169_0,FALSE,TRUE,0,0,"115,000.00",0,63102
124_40_0,FALSE,FALSE,0,0,"48,438.00",0,63101
147_10_0,TRUE,FALSE,0,0,"22,500.00",0,63102
152_20_0,FALSE,FALSE,0,0,"47,000.00",0,63104
155_40_0,FALSE,FALSE,0,1,"160,000.00",2004,63104
156.06_10_0,FALSE,FALSE,1,0,"215,000.00",0,63104
170_70_0,FALSE,FALSE,0,0,"135,000.00",0,63101
173_32_0,FALSE,TRUE,1,0,"227,000.00",0,63101
173_33_0,FALSE,TRUE,1,0,"187,500.00",0,63101
173_35_0,FALSE,TRUE,1,0,"225,000.00",0,63101
173_36_0,FALSE,TRUE,1,0,"225,000.00",0,63101
173_37_0,FALSE,TRUE,1,0,"229,900.00",0,63101
173_39_0,FALSE,TRUE,1,0,"174,860.00",0,63101
173_41_0,FALSE,TRUE,1,0,"198,900.00",0,63101
173_42_0,FALSE,TRUE,1,0,"230,000.00",0,63101
173_44_0,FALSE,TRUE,1,0,"243,000.00",0,63101
173_45_0,FALSE,TRUE,1,0,"182,000.00",0,63101
173_46_0,FALSE,TRUE,1,0,"264,000.00",0,63101
173_47_0,FALSE,TRUE,1,0,"235,000.00",0,63101
173_49_0,FALSE,TRUE,1,0,"208,000.00",0,63101
173_50_0,FALSE,TRUE,1,0,"161,000.00",0,63101
173_51_0,FALSE,TRUE,1,0,"300,000.00",0,63101
173_53_0,FALSE,TRUE,1,0,"240,000.00",0,63101
173_55_0,FALSE,TRUE,1,0,"231,500.00",0,63101
173_58_0,FALSE,TRUE,1,0,"227,000.00",0,63101
173_60_0,FALSE,TRUE,1,0,"216,000.00",0,63101
173_61_0,FALSE,TRUE,1,0,"128,000.00",0,63101
173_63_0,FALSE,TRUE,1,0,"175,000.00",0,63101
173_64_0,FALSE,TRUE,1,0,"226,000.00",0,63101
173_66_0,FALSE,TRUE,1,0,"190,000.00",0,63101
173_70_0,FALSE,TRUE,1,0,"191,700.00",0,63101
173_71_0,FALSE,TRUE,1,0,"235,000.00",0,63101
173_73_0,FALSE,TRUE,1,0,"290,000.00",0,63101
173_75_0,FALSE,TRUE,1,0,"223,000.00",0,63101
173_77_0,FALSE,TRUE,1,0,"190,125.00",0,63101
173_79_0,FALSE,TRUE,1,0,"260,000.00",0,63101
173_82_0,FALSE,TRUE,1,0,"210,000.00",0,63101
173_84_0,FALSE,TRUE,1,0,"333,500.00",0,63101
173_85_0,FALSE,TRUE,1,0,"220,000.00",0,63101
173_88_0,FALSE,TRUE,1,0,"325,000.00",0,63101
173_89_0,FALSE,TRUE,1,0,"507,500.00",0,63101
173_90_0,FALSE,TRUE,1,0,"375,000.00",0,63101
173_92_0,FALSE,TRUE,1,0,"370,000.00",0,63101
173_93_0,FALSE,TRUE,1,0,"520,000.00",0,63101
173_94_0,FALSE,TRUE,1,0,"335,000.00",0,63101
174_10_0,TRUE,FALSE,0,0,"150,000.00",0,63101
178_29_0,FALSE,TRUE,1,0,"242,500.00",0,63101
178_33_0,FALSE,TRUE,1,0,"183,000.00",0,63101
178_35_0,FALSE,TRUE,1,0,"345,000.00",0,63101
178_36_0,FALSE,TRUE,1,0,"193,000.00",0,63101
178_39_0,FALSE,TRUE,1,0,"167,000.00",0,63101
178_41_0,FALSE,TRUE,1,0,"180,000.00",0,63101
178_43_0,FALSE,TRUE,1,0,"205,000.00",0,63101
178_44_0,FALSE,TRUE,1,0,"263,000.00",0,63101
178_45_0,FALSE,TRUE,1,0,"202,000.00",0,63101
178_46_0,FALSE,TRUE,1,0,"249,500.00",0,63101
178_48_0,FALSE,TRUE,1,0,"249,000.00",0,63101
178_49_0,FALSE,TRUE,1,0,"260,000.00",0,63101
178_54_0,FALSE,TRUE,1,0,"385,000.00",0,63101
178_55_0,FALSE,TRUE,0,0,"171,000.00",0,63101
178_58_0,FALSE,TRUE,1,0,"125,000.00",0,63101
178_59_0,FALSE,TRUE,1,0,"165,000.00",0,63101
178_60_0,FALSE,FALSE,0,1,"300,000.00",0,63101
178_62_0,FALSE,TRUE,1,0,"176,000.00",0,63101
178_63_0,FALSE,TRUE,1,0,"120,000.00",0,63101
178_65_0,FALSE,TRUE,1,0,"195,000.00",0,63101
178_67_0,FALSE,TRUE,1,0,"183,000.00",0,63101
178_68_0,FALSE,TRUE,1,0,"540,000.00",0,63101
178_71_0,FALSE,TRUE,1,0,"170,000.00",0,63101
178_73_0,FALSE,TRUE,1,0,"182,555.00",0,63101
178_75_0,FALSE,TRUE,1,0,"370,000.00",0,63101
178_81_0,FALSE,TRUE,1,0,"178,000.00",0,63101
178_82_0,FALSE,TRUE,1,0,"164,000.00",0,63101
206.06_50_0,TRUE,FALSE,0,0,"432,000.00",0,63102
215.04_100_0,FALSE,TRUE,1,0,"500,000.00",0,63103
215.04_130_0,FALSE,TRUE,1,0,"234,500.00",0,63103
215.04_175_0,FALSE,TRUE,1,0,"358,500.00",0,63103
215.04_180_0,FALSE,TRUE,1,0,"248,000.00",0,63103
215.04_290_0,FALSE,TRUE,1,0,"250,000.00",0,63103
215.04_320_0,FALSE,TRUE,1,0,"280,065.00",0,63103
215.04_390_0,FALSE,TRUE,1,0,"395,000.00",0,63103
215.04_400_0,FALSE,TRUE,1,0,"588,913.00",0,63103
215.04_420_0,FALSE,TRUE,1,0,"414,895.00",0,63103
215.04_430_0,FALSE,TRUE,1,0,"437,000.00",0,63103
215.04_450_0,FALSE,TRUE,1,0,"405,000.00",0,63103
215.04_475_0,FALSE,FALSE,1,0,"627,748.00",0,63103
215.04_490_0,FALSE,TRUE,1,0,"218,000.00",0,63103
215.04_500_0,FALSE,TRUE,1,0,"299,249.00",0,63103
215.04_510_0,FALSE,TRUE,1,0,"248,000.00",0,63103
215.04_520_0,FALSE,TRUE,1,0,"235,000.00",0,63103
215.04_530_0,FALSE,TRUE,1,0,"316,199.00",0,63103
215.04_540_0,FALSE,TRUE,1,0,"325,140.00",0,63103
215.04_550_0,FALSE,TRUE,1,0,"325,000.00",0,63103
215.04_600_0,FALSE,TRUE,1,0,"509,612.00",0,63103
215.04_610_0,FALSE,TRUE,1,0,"458,000.00",0,63103
215.04_650_0,FALSE,TRUE,1,0,"295,000.00",0,63103
215.04_670_0,FALSE,FALSE,1,0,"361,514.00",0,63103
215.04_680_0,FALSE,TRUE,1,0,"332,698.00",0,63103
215.04_690_0,FALSE,TRUE,1,0,"235,000.00",0,63103
215.04_700_0,FALSE,TRUE,1,0,"261,304.00",0,63103
215.04_710_0,FALSE,TRUE,1,0,"297,050.00",0,63103
215.04_720_0,FALSE,TRUE,1,0,"296,532.00",0,63103
215.04_730_0,FALSE,TRUE,1,0,"232,000.00",0,63103
215.04_740_0,FALSE,TRUE,1,0,"306,016.00",0,63103
215.04_750_0,FALSE,TRUE,1,0,"420,000.00",0,63103
215.04_760_0,FALSE,TRUE,1,0,"409,029.00",0,63103
215.04_800_0,FALSE,TRUE,1,0,"464,414.00",0,63103
215.04_830_0,FALSE,TRUE,1,0,"392,426.00",0,63103
215.04_840_0,FALSE,TRUE,1,0,"404,532.00",0,63103
215.04_850_0,FALSE,TRUE,1,0,"344,742.00",0,63103
228_40_0,TRUE,FALSE,0,0,"27,500.00",0,63102
262_50_0,FALSE,FALSE,1,0,"85,000.00",0,63101
262_60_0,FALSE,FALSE,1,0,"100,000.00",0,63101
262_70_0,FALSE,FALSE,1,0,"60,000.00",0,63101
262_80_0,FALSE,FALSE,1,0,"114,900.00",0,63101
262_90_0,FALSE,FALSE,1,0,"54,000.00",0,63101
262_100_0,FALSE,FALSE,1,0,"96,500.00",0,63101
262_110_0,FALSE,FALSE,1,0,"111,000.00",0,63101
262_120_0,FALSE,FALSE,1,0,"79,200.00",0,63101
262_140_0,FALSE,FALSE,1,0,"75,500.00",0,63101
262_150_0,FALSE,FALSE,1,0,"96,500.00",0,63101
262_160_0,FALSE,FALSE,1,0,"119,700.00",0,63101
262_170_0,FALSE,FALSE,1,0,"75,000.00",0,63101
262_180_0,FALSE,FALSE,1,0,"98,900.00",0,63101
262_190_0,FALSE,FALSE,1,0,"116,000.00",0,63101
262_200_0,FALSE,FALSE,1,0,"100,000.00",0,63101
262_210_0,FALSE,FALSE,1,0,"85,000.00",0,63101
262_220_0,FALSE,FALSE,1,0,"87,500.00",0,63101
262_230_0,FALSE,FALSE,1,0,"68,750.00",0,63101
262_240_0,FALSE,FALSE,1,0,"115,000.00",0,63101
262_250_0,FALSE,FALSE,1,0,"107,910.00",0,63101
262_270_0,FALSE,FALSE,1,0,"69,000.00",0,63101
262_280_0,FALSE,FALSE,1,0,"110,000.00",0,63101
262_290_0,FALSE,FALSE,1,0,"121,000.00",0,63101
262_300_0,FALSE,FALSE,1,0,"123,500.00",0,63101
262_320_0,FALSE,FALSE,1,0,"119,900.00",0,63101
262_330_0,FALSE,FALSE,1,0,"70,500.00",0,63101
262_370_0,FALSE,FALSE,1,0,"84,000.00",0,63101
262_380_0,FALSE,FALSE,1,0,"122,900.00",1991,63101
262_410_0,FALSE,FALSE,1,0,"120,000.00",0,63101
262_420_0,FALSE,FALSE,1,0,"115,900.00",0,63101
262_430_0,FALSE,FALSE,1,0,"121,300.00",0,63101
263_97_0,FALSE,FALSE,0,0,"154,900.00",0,63101
263_98_0,FALSE,FALSE,0,0,"148,135.00",0,63101
263_99_0,FALSE,FALSE,0,0,"150,000.00",0,63101
263_100_0,FALSE,FALSE,0,0,"200,000.00",0,63101
263_101_0,FALSE,FALSE,0,0,"147,500.00",0,63101
267_10_0,TRUE,FALSE,0,0,"88,000.00",0,63101
270_40_0,TRUE,FALSE,0,0,"14,000.00",0,63101
273_47_0,FALSE,TRUE,1,0,"240,000.00",0,63101
273_55_0,FALSE,TRUE,1,0,"327,000.00",0,63101
273_58_0,FALSE,TRUE,1,0,"245,000.00",0,63101
273_59_0,FALSE,TRUE,1,0,"285,000.00",0,63101
273_61_0,FALSE,TRUE,1,0,"215,000.00",0,63101
273_62_0,FALSE,TRUE,1,0,"266,000.00",0,63101
273_64_0,FALSE,TRUE,1,0,"290,000.00",0,63101
273_67_0,FALSE,TRUE,1,0,"169,000.00",0,63101
273_69_0,FALSE,TRUE,1,0,"176,000.00",0,63101
273_71_0,FALSE,TRUE,1,0,"239,000.00",0,63101
273_75_0,FALSE,TRUE,1,0,"232,500.00",0,63101
273_76_0,FALSE,TRUE,1,0,"230,900.00",0,63101
273_79_0,FALSE,TRUE,1,0,"279,000.00",0,63101
273_80_0,FALSE,TRUE,1,0,"165,500.00",0,63101
273_81_0,FALSE,TRUE,1,0,"325,000.00",0,63101
273_83_0,FALSE,TRUE,1,0,"237,800.00",0,63101
273_84_0,FALSE,TRUE,1,0,"233,000.00",0,63101
273_88_0,FALSE,TRUE,1,0,"230,000.00",0,63101
273_90_0,FALSE,TRUE,1,0,"280,900.00",0,63101
273_93_0,FALSE,TRUE,5,0,"174,900.00",0,63101
273_94_0,FALSE,TRUE,1,0,"323,500.00",0,63101
273_96_0,FALSE,TRUE,1,0,"255,000.00",0,63101
273_97_0,FALSE,TRUE,1,0,"226,900.00",0,63101
273_99_0,FALSE,TRUE,1,0,"230,900.00",0,63101
273_102_0,FALSE,TRUE,1,0,"242,900.00",0,63101
273_105_0,FALSE,TRUE,1,0,"284,322.00",0,63101
273_106_0,FALSE,TRUE,1,0,"181,500.00",0,63101
273_108_0,FALSE,TRUE,1,0,"174,900.00",0,63101
273_109_0,FALSE,TRUE,1,0,"259,000.00",0,63101
273_110_0,FALSE,TRUE,1,0,"239,900.00",0,63101
273_111_0,FALSE,TRUE,1,0,"285,000.00",0,63101
273_112_0,FALSE,TRUE,1,0,"226,200.00",0,63101
273_115_0,FALSE,TRUE,1,0,"241,500.00",0,63101
273_116_0,FALSE,TRUE,1,0,"330,300.00",0,63101
273_117_0,FALSE,TRUE,1,0,"200,000.00",0,63101
273_118_0,FALSE,TRUE,1,0,"335,500.00",0,63101
273_119_0,FALSE,TRUE,1,0,"218,000.00",0,63101
273_120_0,FALSE,TRUE,1,0,"259,000.00",0,63101
273_121_0,FALSE,TRUE,1,0,"177,500.00",0,63101
273_122_0,FALSE,TRUE,1,0,"260,000.00",0,63101
273_125_0,FALSE,TRUE,1,0,"257,500.00",0,63101
273_126_0,FALSE,TRUE,1,0,"265,900.00",0,63101
273_128_0,FALSE,TRUE,1,0,"230,900.00",0,63101
273_132_0,FALSE,TRUE,1,0,"547,900.00",0,63101
273_133_0,FALSE,TRUE,1,0,"522,500.00",0,63101
273_135_0,FALSE,TRUE,1,0,"459,900.00",0,63101
273_136_0,FALSE,TRUE,1,0,"520,000.00",0,63101
273_137_0,FALSE,TRUE,1,0,"554,000.00",0,63101
273_138_0,FALSE,TRUE,1,0,"600,000.00",0,63101
273_139_0,FALSE,TRUE,1,0,"580,000.00",0,63101
273_140_0,FALSE,TRUE,1,0,"450,000.00",0,63101
273_141_0,FALSE,TRUE,1,0,"399,900.00",0,63101
279_10_0,FALSE,FALSE,0,0,"215,000.00",0,63101
281_20_0,FALSE,FALSE,0,1,"1,200,000.00",0,63101
281_73_0,FALSE,TRUE,1,0,"160,000.00",0,63101
281_74_0,FALSE,TRUE,1,0,"349,500.00",0,63101
281_82_0,FALSE,TRUE,1,0,"200,000.00",0,63101
281_83_0,FALSE,TRUE,1,0,"201,000.00",0,63101
281_84_0,FALSE,TRUE,1,0,"275,000.00",0,63101
281_120_0,FALSE,TRUE,0,0,"140,000.00",0,63101
281_143_0,FALSE,TRUE,1,0,"217,500.00",0,63101
281_151_0,FALSE,TRUE,1,0,"225,000.00",0,63101
281_161_0,FALSE,TRUE,1,0,"225,500.00",0,63101
281_163_0,FALSE,TRUE,1,0,"462,500.00",0,63101
281_164_0,FALSE,TRUE,1,0,"437,500.00",0,63101
290_25_0,FALSE,FALSE,1,1,"235,000.00",0,63102
294_10_0,FALSE,FALSE,1,1,"60,000.00",0,63102
295_10_0,FALSE,FALSE,1,0,"12,500.00",2001,63102
295_80_0,FALSE,FALSE,1,0,"130,000.00",0,63102
308.04_30_0,FALSE,FALSE,1,0,"75,000.00",0,63147
311_10_0,FALSE,FALSE,0,0,"50,000.00",2001,63147
321_70_0,TRUE,FALSE,0,0,"5,000.00",0,63102
322_20_0,FALSE,FALSE,1,0,"255,000.00",2018,63102
324_15_0,FALSE,FALSE,3,0,"146,000.00",0,63102
324_120_7,FALSE,FALSE,1,3,"60,000.00",0,63102
324_130_0,FALSE,FALSE,1,0,"20,000.00",0,63102
325_10_0,TRUE,FALSE,0,0,"1,250.00",0,63102
336_30_0,FALSE,FALSE,1,1,"82,000.00",2018,63147
338_130_0,FALSE,FALSE,2,0,"10,000.00",0,63102
338_150_0,TRUE,FALSE,0,0,"5,000.00",0,63102
338_160_0,TRUE,FALSE,0,0,"12,000.00",0,63102
338_170_0,TRUE,FALSE,0,0,"15,000.00",0,63102
338_180_0,TRUE,FALSE,0,0,"6,000.00",0,63102
338_210_0,FALSE,FALSE,1,0,"10,000.00",0,63102
339_160_0,TRUE,FALSE,0,0,"1,500.00",1995,63102
345_50_0,TRUE,FALSE,0,0,300.00,0,63102
346_230_0,TRUE,FALSE,0,0,"5,000.00",1999,63102
346_260_0,FALSE,FALSE,1,1,"4,000.00",0,63102
347_100_0,FALSE,FALSE,3,0,"41,900.00",2018,63102
347_205_0,FALSE,FALSE,1,1,"3,000.00",0,63102
359_30_0,FALSE,FALSE,1,0,"47,000.00",0,63106
359_130_0,FALSE,FALSE,4,0,"6,000.00",0,63106
359_140_0,FALSE,FALSE,2,0,"12,000.00",0,63106
359_150_0,FALSE,FALSE,2,0,"54,000.00",0,63106
359_160_0,FALSE,FALSE,2,0,"7,000.00",0,63106
359_170_0,FALSE,FALSE,2,0,"11,000.00",2018,63106
360_30_0,FALSE,FALSE,2,0,"25,000.00",2018,63106
360_50_0,FALSE,FALSE,2,0,"1,000.00",0,63106
360_90_0,TRUE,FALSE,0,0,"15,000.00",0,63106
360_100_0,TRUE,FALSE,0,0,"12,000.00",2011,63106
360_135_0,FALSE,FALSE,1,0,"45,000.00",0,63106
364_150_0,FALSE,FALSE,2,0,"2,000.00",1990,63106
364_170_0,FALSE,FALSE,2,0,"8,950.00",2018,63106
365_30_0,FALSE,FALSE,2,0,"5,700.00",0,63106
365_35_0,FALSE,FALSE,3,0,"5,700.00",2018,63106
371_20_0,FALSE,FALSE,0,0,"112,000.00",0,63104
371_100_0,FALSE,FALSE,0,1,"250,000.00",0,63104
372_10_0,FALSE,FALSE,1,0,"87,500.00",0,63104
372_20_0,FALSE,FALSE,1,0,"555,000.00",0,63104
372_30_0,FALSE,FALSE,4,0,"57,000.00",0,63104
372_40_0,FALSE,FALSE,2,0,"400,000.00",0,63104
372_45_0,FALSE,FALSE,1,0,"147,900.00",0,63104
372_55_0,FALSE,FALSE,1,0,"225,000.00",0,63104
372_80_0,FALSE,FALSE,6,0,"125,350.00",0,63104
372_91_0,FALSE,TRUE,1,0,"179,000.00",0,63104
372_92_0,FALSE,TRUE,1,0,"165,000.00",0,63104
372_100_0,FALSE,FALSE,1,0,"80,000.00",2018,63104
372_130_0,FALSE,FALSE,7,0,"185,000.00",0,63104
372_141_0,FALSE,FALSE,1,0,"353,000.00",2005,63104
372_200_0,TRUE,FALSE,0,0,"37,500.00",0,63104
372_210_0,FALSE,FALSE,4,0,"54,950.00",0,63104
372_280_0,FALSE,TRUE,0,0,"134,900.00",0,63104
372_290_0,FALSE,TRUE,0,0,"125,000.00",0,63104
372_300_0,FALSE,TRUE,0,0,"129,000.00",0,63104
372_310_0,TRUE,TRUE,0,0,"115,800.00",0,63104
372_320_0,FALSE,TRUE,0,0,"127,500.00",0,63104
372_340_0,FALSE,TRUE,0,0,"120,000.00",0,63104
373_10_0,FALSE,FALSE,4,0,"140,000.00",0,63104
373_20_0,TRUE,FALSE,0,0,"2,500.00",0,63104
373_40_0,FALSE,FALSE,2,0,"130,000.00",0,63104
373_60_0,FALSE,FALSE,1,0,"135,000.00",0,63104
373_110_0,FALSE,FALSE,0,0,"22,000.00",0,63104
379_15_0,FALSE,FALSE,0,0,"125,000.00",0,63104
379_20_0,TRUE,FALSE,0,0,"125,000.00",0,63104
382_90_0,FALSE,FALSE,3,0,"137,500.00",0,63104
382_100_0,FALSE,FALSE,2,0,"143,500.00",0,63104
382_145_0,FALSE,FALSE,0,0,"165,000.00",1993,63104
382_150_0,FALSE,FALSE,1,0,"210,000.00",0,63104
382_160_0,TRUE,FALSE,0,0,"15,000.00",0,63104
382_810_0,FALSE,TRUE,0,0,"165,000.00",0,63104
382_820_0,FALSE,TRUE,0,0,"152,500.00",0,63104
382_830_0,FALSE,TRUE,0,0,"154,900.00",0,63104
382_840_0,FALSE,TRUE,0,0,"135,000.00",0,63104
382_850_0,FALSE,TRUE,0,0,"155,900.00",0,63104
382_860_0,FALSE,TRUE,0,0,"166,000.00",0,63104
383_31_0,FALSE,FALSE,1,0,"575,000.00",0,63104
383_32_0,FALSE,FALSE,1,0,"560,000.00",0,63104
383_70_0,FALSE,FALSE,1,0,"230,000.00",0,63104
383_100_0,FALSE,FALSE,1,0,"58,000.00",0,63104
383_120_0,FALSE,FALSE,1,0,"88,000.00",0,63104
383_135_0,FALSE,FALSE,0,0,"306,800.00",0,63104
383_185_0,FALSE,FALSE,1,0,"132,000.00",0,63104
383_210_0,FALSE,FALSE,2,0,"91,000.00",0,63104
383_220_0,FALSE,FALSE,2,0,"70,000.00",0,63104
383_230_0,FALSE,FALSE,4,0,"112,000.00",0,63104
383_240_0,FALSE,FALSE,2,0,"57,000.00",0,63104
383_250_0,FALSE,FALSE,1,0,"326,000.00",0,63104
383_260_0,FALSE,FALSE,2,0,"368,000.00",0,63104
384_10_0,FALSE,FALSE,1,0,"109,500.00",0,63104
384_30_0,FALSE,FALSE,2,0,"53,750.00",0,63104
384_46_0,FALSE,FALSE,1,0,"135,000.00",0,63104
384_47_0,FALSE,FALSE,2,0,"133,750.00",0,63104
384_55_0,FALSE,FALSE,1,0,"5,000.00",1991,63104
384_70_0,FALSE,FALSE,1,0,"62,700.00",0,63104
384_80_0,FALSE,FALSE,1,0,"2,000.00",0,63104
384_90_0,TRUE,FALSE,0,0,"5,000.00",0,63104
384_100_0,FALSE,FALSE,1,0,"339,000.00",0,63104
384_110_0,FALSE,FALSE,3,0,"195,000.00",0,63104
384_120_0,FALSE,FALSE,1,0,"285,000.00",0,63104
384_200_7,FALSE,FALSE,3,3,"30,000.00",0,63104
385_10_0,FALSE,FALSE,0,0,"365,500.00",0,63104
385_85_0,FALSE,FALSE,1,0,"139,900.00",2010,63104
385_170_0,FALSE,FALSE,1,0,"25,000.00",0,63104
385_190_0,TRUE,FALSE,0,0,500.00,1990,63104
386_20_0,FALSE,FALSE,2,0,"220,000.00",0,63104
386_25_0,FALSE,FALSE,0,0,"389,000.00",0,63104
386_26_0,FALSE,FALSE,2,0,"214,000.00",0,63104
386_30_0,FALSE,FALSE,2,0,"50,000.00",0,63104
386_140_0,FALSE,FALSE,2,0,"73,281.00",0,63104
386_150_0,FALSE,FALSE,2,0,"73,281.00",0,63104
386_160_0,FALSE,FALSE,2,0,"73,281.00",0,63104
386_170_0,FALSE,FALSE,2,0,"73,281.00",0,63104
386_180_0,FALSE,FALSE,2,0,"73,281.00",0,63104
386_190_0,FALSE,FALSE,1,0,"169,000.00",0,63104
386_200_0,FALSE,FALSE,1,0,"188,000.00",0,63104
387.06_50_0,FALSE,FALSE,0,0,"196,256.00",0,63104
387.06_51_0,FALSE,FALSE,0,0,"290,000.00",0,63104
390_35_0,FALSE,FALSE,1,0,"167,000.00",0,63104
390_36_0,FALSE,FALSE,1,0,"120,000.00",0,63104
390_37_0,FALSE,FALSE,4,0,"89,500.00",2013,63104
390_38_0,FALSE,FALSE,4,0,"85,250.00",0,63104
390_190_0,FALSE,FALSE,1,0,"100,000.00",0,63104
390_200_0,FALSE,FALSE,1,0,"143,000.00",0,63104
390_210_0,FALSE,FALSE,2,0,"170,000.00",0,63104
390_220_0,FALSE,FALSE,2,0,"169,900.00",0,63104
390_281_0,FALSE,FALSE,1,0,"148,000.00",0,63104
390_284_0,FALSE,FALSE,1,0,"74,000.00",0,63104
390_285_0,FALSE,FALSE,1,0,"68,000.00",0,63104
391_141_0,FALSE,TRUE,1,0,"35,000.00",0,63104
391_142_0,FALSE,TRUE,1,0,"59,160.00",0,63104
391_143_0,FALSE,TRUE,1,0,"51,000.00",0,63104
391_144_0,FALSE,TRUE,1,0,"56,000.00",0,63104
391_145_0,FALSE,TRUE,1,0,"62,000.00",0,63104
391_146_0,FALSE,TRUE,1,0,"60,420.00",0,63104
391_147_0,FALSE,TRUE,1,0,"70,000.00",0,63104
391_148_0,FALSE,TRUE,1,0,"35,000.00",0,63104
391_149_0,FALSE,TRUE,1,0,"47,500.00",0,63104
391_152_0,FALSE,TRUE,1,0,"113,700.00",0,63104
391_153_0,FALSE,TRUE,1,0,"110,000.00",0,63104
391_154_0,FALSE,TRUE,1,0,"95,000.00",0,63104
391_155_0,FALSE,TRUE,1,0,"74,000.00",0,63104
391_157_0,FALSE,TRUE,1,0,"46,000.00",0,63104
391_158_0,FALSE,TRUE,1,0,"47,500.00",0,63104
391_161_0,FALSE,TRUE,1,0,"50,000.00",0,63104
391_162_0,FALSE,TRUE,1,0,"126,000.00",0,63104
391_163_0,FALSE,TRUE,1,0,"102,000.00",0,63104
391_164_0,FALSE,TRUE,1,0,"47,500.00",0,63104
391_166_0,FALSE,TRUE,1,0,"106,000.00",0,63104
391_167_0,FALSE,TRUE,1,0,"51,000.00",0,63104
391_168_0,FALSE,TRUE,1,0,"47,500.00",0,63104
391_169_0,FALSE,TRUE,1,0,"94,000.00",0,63104
391_170_0,FALSE,FALSE,1,0,"118,000.00",0,63104
391_171_0,FALSE,TRUE,1,0,"115,000.00",0,63104
391_176_0,FALSE,TRUE,1,0,"88,900.00",0,63104
391_177_0,FALSE,TRUE,1,0,"52,500.00",0,63104
391_178_0,FALSE,TRUE,1,0,"90,800.00",0,63104
