id,VacantLot,Condominium,NbrOfUnits,NbrOfApts,ResSalePrice,VacBldgYear,ZIP
1654_70_0,FALSE,FALSE,4,0,"107,500.00",0,63118
1654_90_0,FALSE,FALSE,1,0,"85,000.00",0,63118
1654_100_0,FALSE,FALSE,4,0,"72,500.00",2007,63118
1654_110_0,FALSE,FALSE,1,0,"52,000.00",0,63118
1654_120_0,FALSE,FALSE,4,0,"51,500.00",0,63118
1654_150_0,FALSE,FALSE,4,0,"25,000.00",0,63118
1654_170_0,FALSE,FALSE,1,0,"45,000.00",0,63118
1654_180_0,FALSE,FALSE,1,0,"29,000.00",0,63118
1654_190_0,FALSE,FALSE,4,0,"110,000.00",0,63118
1654_210_0,FALSE,FALSE,3,0,"27,000.00",0,63118
1654_220_0,FALSE,FALSE,1,0,"5,000.00",0,63118
1654_250_0,FALSE,FALSE,1,0,"30,000.00",0,63118
1654_260_0,TRUE,FALSE,0,0,"30,000.00",0,63118
1654_280_0,FALSE,FALSE,2,0,"10,500.00",0,63118
1654_298_0,FALSE,FALSE,1,0,"73,500.00",0,63118
1655_10_0,FALSE,FALSE,1,0,"42,000.00",0,63118
1655_60_0,FALSE,FALSE,1,0,"31,000.00",0,63118
1655_70_0,FALSE,FALSE,1,0,"74,900.00",2004,63118
1655_80_0,FALSE,FALSE,2,0,"23,785.00",2018,63118
1655_90_0,FALSE,FALSE,1,0,"180,900.00",0,63118
1655_100_0,FALSE,FALSE,2,0,"50,000.00",0,63118
1655_110_0,FALSE,FALSE,2,0,"45,000.00",0,63118
1655_130_0,FALSE,FALSE,2,0,"17,000.00",0,63118
1655_140_0,FALSE,FALSE,2,0,"68,000.00",0,63118
1655_160_0,FALSE,FALSE,1,0,"70,000.00",2018,63118
1655_175_0,FALSE,FALSE,1,0,"61,000.00",2008,63118
1655_200_0,FALSE,FALSE,2,0,"98,000.00",0,63118
1655_210_0,FALSE,FALSE,2,0,"89,900.00",0,63118
1655_220_0,FALSE,FALSE,2,0,"115,000.00",0,63118
1655_240_0,FALSE,FALSE,2,0,"25,000.00",0,63118
1655_250_0,FALSE,FALSE,2,0,"18,900.00",0,63118
1655_260_0,FALSE,FALSE,2,0,"34,900.00",0,63118
1655_270_0,FALSE,FALSE,1,0,"16,000.00",0,63118
1655_280_0,FALSE,FALSE,1,0,"20,100.00",0,63118
1655_320_0,FALSE,FALSE,1,0,"30,000.00",2015,63118
1655_350_0,FALSE,FALSE,1,0,"25,900.00",1992,63118
1655_370_0,FALSE,FALSE,4,0,"21,000.00",1993,63118
1655_400_0,FALSE,FALSE,0,0,"10,000.00",0,63118
1655_431_0,FALSE,FALSE,1,0,"135,000.00",0,63118
1655_432_0,FALSE,FALSE,1,0,"129,900.00",0,63118
1655_435_0,FALSE,FALSE,1,0,"114,900.00",0,63118
1655_480_0,FALSE,FALSE,4,0,"25,000.00",2000,63118
1656_20_0,FALSE,FALSE,1,0,"50,000.00",0,63118
1656_40_0,FALSE,FALSE,2,0,"25,000.00",0,63118
1656_70_0,FALSE,FALSE,1,0,"59,000.00",0,63118
1656_80_0,FALSE,FALSE,1,0,"47,500.00",0,63118
1656_90_0,FALSE,FALSE,1,0,"25,000.00",0,63118
1656_100_0,FALSE,FALSE,1,0,"35,000.00",0,63118
1656_120_0,FALSE,FALSE,1,0,"6,600.00",0,63118
1656_140_0,TRUE,FALSE,0,0,"22,000.00",2002,63118
1656_170_0,TRUE,FALSE,0,0,"2,000.00",0,63118
1656_190_0,TRUE,FALSE,0,0,"3,500.00",1991,63118
1656_200_0,FALSE,FALSE,4,0,"54,900.00",2007,63118
1656_210_0,FALSE,FALSE,2,0,"80,500.00",1998,63118
1656_220_0,FALSE,FALSE,1,0,"43,000.00",0,63118
1656_230_0,FALSE,FALSE,1,0,"25,000.00",0,63118
1656_250_0,FALSE,FALSE,1,0,"72,000.00",0,63118
1656_280_0,FALSE,FALSE,1,0,"41,000.00",0,63118
1656_290_0,FALSE,FALSE,1,0,"61,900.00",0,63118
1656_300_0,TRUE,FALSE,0,0,"26,500.00",1998,63118
1656_320_0,FALSE,FALSE,2,0,"11,750.00",1993,63118
1656_340_0,FALSE,FALSE,1,0,"20,000.00",0,63118
1656_350_0,FALSE,FALSE,1,0,"49,900.00",0,63118
1656_360_0,TRUE,FALSE,0,0,"11,000.00",1990,63118
1656_370_0,FALSE,FALSE,1,0,"16,267.00",0,63118
1656_380_0,FALSE,FALSE,1,0,"36,000.00",0,63118
1656_390_0,TRUE,FALSE,0,0,"10,000.00",0,63118
1656_400_0,FALSE,FALSE,1,0,"56,000.00",0,63118
1656_410_0,FALSE,FALSE,1,0,"22,000.00",0,63118
1656_420_0,FALSE,FALSE,1,0,"39,000.00",1999,63118
1656_430_0,FALSE,FALSE,1,0,"50,000.00",0,63118
1657_10_0,FALSE,FALSE,2,0,"15,750.00",1999,63118
1657_20_0,FALSE,FALSE,2,0,"55,000.00",1992,63118
1657_50_0,FALSE,FALSE,4,0,"77,000.00",2015,63118
1657_60_0,FALSE,FALSE,4,0,"37,500.00",1996,63118
1657_70_0,FALSE,FALSE,1,0,"27,900.00",0,63118
1657_80_0,FALSE,FALSE,1,0,"63,000.00",0,63118
1657_110_0,FALSE,FALSE,1,0,"46,000.00",0,63118
1657_120_0,FALSE,FALSE,1,0,"70,000.00",0,63118
1657_130_0,FALSE,FALSE,1,0,"28,500.00",0,63118
1657_140_0,FALSE,FALSE,1,0,"32,544.00",0,63118
1657_150_0,FALSE,FALSE,1,0,"43,000.00",0,63118
1657_160_0,FALSE,FALSE,1,0,"56,000.00",0,63118
1657_170_0,FALSE,FALSE,2,0,"85,600.00",0,63118
1657_200_0,FALSE,FALSE,1,0,"5,000.00",2011,63118
1657_230_0,FALSE,FALSE,1,0,"54,000.00",0,63118
1657_240_0,FALSE,FALSE,4,0,"78,000.00",0,63118
1657_260_0,FALSE,FALSE,1,0,"39,900.00",0,63118
1657_270_0,FALSE,FALSE,1,0,"42,000.00",0,63118
1657_280_0,FALSE,FALSE,1,0,"59,900.00",0,63118
1657_300_0,FALSE,FALSE,1,0,"30,000.00",0,63118
1657_320_0,FALSE,FALSE,1,0,"28,700.00",0,63118
1657_330_0,FALSE,FALSE,1,0,"35,000.00",0,63118
1657_340_0,FALSE,FALSE,1,0,"44,900.00",0,63118
1657_350_0,FALSE,FALSE,2,0,"24,000.00",0,63118
1657_360_0,FALSE,FALSE,1,0,"8,000.00",0,63118
1657_370_0,FALSE,FALSE,1,0,"34,000.00",0,63118
1657_380_0,FALSE,FALSE,1,0,"17,400.00",2018,63118
1657_390_0,FALSE,FALSE,1,0,"15,000.00",0,63118
1657_400_0,FALSE,FALSE,1,0,"30,000.00",0,63118
1657_410_0,FALSE,FALSE,1,0,"20,000.00",0,63118
1657_420_0,FALSE,FALSE,1,0,"12,000.00",0,63118
1658_10_0,FALSE,FALSE,2,0,"61,750.00",2008,63118
1658_30_0,FALSE,FALSE,1,0,"82,000.00",0,63118
1658_110_0,TRUE,FALSE,0,0,"14,000.00",1998,63118
1658_160_0,FALSE,FALSE,1,0,"39,900.00",0,63118
1658_200_0,TRUE,FALSE,0,0,"18,000.00",2014,63118
1658_210_0,TRUE,FALSE,0,0,"27,800.00",2002,63118
1658_220_0,FALSE,FALSE,2,0,"40,900.00",0,63118
1658_230_0,FALSE,FALSE,2,0,"48,000.00",0,63118
1658_240_0,FALSE,FALSE,1,0,"35,000.00",0,63118
1658_250_0,FALSE,FALSE,1,0,"45,000.00",2007,63118
1658_260_0,FALSE,FALSE,1,0,"10,000.00",2002,63118
1658_280_0,FALSE,FALSE,2,0,"10,000.00",1993,63118
1658_290_0,FALSE,FALSE,1,0,"11,500.00",0,63118
1658_330_0,FALSE,FALSE,2,0,"21,000.00",0,63118
1658_340_0,FALSE,FALSE,4,0,"12,500.00",0,63118
1658_350_0,FALSE,FALSE,1,0,"140,000.00",0,63118
1658_360_0,FALSE,FALSE,1,0,"35,000.00",0,63118
1658_380_0,FALSE,FALSE,1,0,"68,000.00",0,63118
1658_390_0,FALSE,FALSE,1,0,"59,900.00",0,63118
1660_50_0,TRUE,FALSE,0,0,"27,000.00",2002,63118
1660_100_0,FALSE,FALSE,1,2,"30,000.00",0,63118
1660_120_0,FALSE,FALSE,0,0,"4,000.00",0,63118
1661_80_0,TRUE,FALSE,0,0,"27,000.00",0,63118
1661_100_0,TRUE,FALSE,0,0,"16,000.00",0,63118
1661_200_0,FALSE,FALSE,2,0,"55,000.00",0,63118
1661_220_0,FALSE,FALSE,1,0,"26,788.00",0,63118
1661_230_0,FALSE,FALSE,1,0,"22,500.00",0,63118
1661_240_0,FALSE,FALSE,1,0,"57,000.00",0,63118
1661_250_0,TRUE,FALSE,0,0,"16,000.00",2004,63118
1661_260_0,FALSE,FALSE,1,0,"9,500.00",2004,63118
1662_30_0,FALSE,FALSE,1,0,"12,500.00",0,63118
1662_50_0,FALSE,FALSE,2,0,"27,000.00",0,63118
1662_70_0,FALSE,FALSE,1,0,"46,900.00",0,63118
1662_110_0,FALSE,FALSE,1,0,"65,000.00",2008,63118
1662_120_0,FALSE,FALSE,1,0,"38,500.00",0,63118
1662_140_0,FALSE,FALSE,1,0,"48,000.00",0,63118
1662_160_0,TRUE,FALSE,2,0,"28,500.00",2001,63118
1662_170_0,FALSE,FALSE,2,0,"37,500.00",0,63118
1662_190_0,FALSE,FALSE,4,0,"45,450.00",0,63118
1662_200_0,FALSE,FALSE,4,0,"50,000.00",0,63118
1662_210_0,FALSE,FALSE,1,0,"49,900.00",0,63118
1662_220_0,FALSE,FALSE,1,0,"50,000.00",0,63118
1662_230_0,FALSE,FALSE,1,0,"35,000.00",0,63118
1662_270_0,FALSE,FALSE,2,0,"12,500.00",0,63118
1662_280_0,FALSE,FALSE,6,6,"30,000.00",2007,63118
1662_300_0,FALSE,FALSE,1,0,"34,000.00",0,63118
1662_310_0,FALSE,FALSE,1,0,"20,000.00",0,63118
1662_330_0,FALSE,FALSE,2,0,"79,000.00",2007,63118
1662_350_0,FALSE,FALSE,1,0,"39,500.00",0,63118
1663_10_0,FALSE,FALSE,4,0,"29,000.00",0,63118
1663_20_0,FALSE,FALSE,4,0,"78,000.00",0,63118
1663_30_0,FALSE,FALSE,4,0,"59,900.00",0,63118
1663_40_0,FALSE,FALSE,4,0,"47,000.00",0,63118
1663_60_0,FALSE,FALSE,1,0,"25,000.00",0,63118
1663_70_0,FALSE,FALSE,1,0,"38,788.00",0,63118
1663_80_0,FALSE,FALSE,1,0,"41,000.00",0,63118
1663_90_0,FALSE,FALSE,1,0,"41,500.00",0,63118
1663_110_0,FALSE,FALSE,1,0,"37,500.00",0,63118
1663_120_0,FALSE,FALSE,2,0,"57,000.00",0,63118
1663_140_0,FALSE,FALSE,1,0,"38,000.00",0,63118
1663_150_0,FALSE,FALSE,1,0,"45,000.00",0,63118
1663_160_0,FALSE,FALSE,2,0,"32,500.00",1999,63118
1663_170_0,FALSE,FALSE,1,0,"90,000.00",0,63118
1663_190_0,FALSE,FALSE,1,0,"48,000.00",0,63118
1663_200_0,FALSE,FALSE,1,0,"69,900.00",0,63118
1663_210_0,FALSE,FALSE,2,0,"60,776.00",0,63118
1663_220_0,FALSE,FALSE,1,0,"45,000.00",0,63118
1663_240_0,FALSE,FALSE,2,0,"58,900.00",0,63118
1663_250_0,FALSE,FALSE,1,0,"25,000.00",0,63118
1663_260_0,FALSE,FALSE,1,0,"164,900.00",0,63118
1663_270_0,FALSE,FALSE,2,0,"23,000.00",0,63118
1663_280_0,FALSE,FALSE,4,0,"91,000.00",0,63118
1663_310_0,FALSE,FALSE,4,0,"81,000.00",0,63118
1663_320_0,FALSE,FALSE,4,0,"65,000.00",0,63118
1664_10_0,FALSE,FALSE,1,0,"50,000.00",0,63118
1664_50_0,FALSE,FALSE,1,0,"20,709.00",0,63118
1664_60_0,FALSE,FALSE,1,0,"55,000.00",1989,63118
1664_70_0,FALSE,FALSE,1,0,"23,000.00",0,63118
1664_100_0,FALSE,FALSE,2,0,"30,000.00",0,63118
1664_110_0,FALSE,FALSE,1,0,"46,500.00",0,63118
1664_120_0,FALSE,FALSE,1,0,"47,500.00",0,63118
1664_130_0,FALSE,FALSE,2,0,"18,000.00",0,63118
1664_140_0,FALSE,FALSE,1,0,"23,000.00",0,63118
1664_150_0,FALSE,FALSE,1,0,"41,500.00",0,63118
1664_160_0,FALSE,FALSE,1,0,"37,000.00",0,63118
1664_170_0,FALSE,FALSE,1,0,"55,000.00",0,63118
1664_180_0,FALSE,FALSE,1,0,"35,000.00",0,63118
1664_210_0,FALSE,FALSE,2,0,"21,000.00",0,63118
1664_220_0,FALSE,FALSE,1,0,"55,000.00",0,63118
1664_260_0,FALSE,FALSE,1,0,"10,000.00",0,63118
1664_280_0,FALSE,FALSE,2,0,"69,900.00",1999,63118
1664_330_0,FALSE,FALSE,1,0,"43,000.00",0,63118
1664_340_0,FALSE,FALSE,1,0,"35,000.00",0,63118
1664_350_0,FALSE,FALSE,1,0,"37,000.00",0,63118
1664_360_0,FALSE,FALSE,1,0,"39,900.00",0,63118
1665_10_0,FALSE,FALSE,1,0,"75,000.00",1997,63118
1665_20_0,FALSE,FALSE,1,0,"30,000.00",0,63118
1665_30_0,FALSE,FALSE,1,0,"57,000.00",0,63118
1665_50_0,FALSE,FALSE,4,0,"97,500.00",2007,63118
1665_60_0,FALSE,FALSE,4,0,"125,000.00",2005,63118
1665_85_0,FALSE,FALSE,2,0,"55,000.00",0,63118
1665_90_0,FALSE,FALSE,4,0,"49,000.00",2011,63118
1665_110_0,FALSE,FALSE,1,0,"28,410.00",0,63118
1665_140_0,FALSE,FALSE,2,0,"37,000.00",2007,63118
1665_150_0,TRUE,FALSE,0,0,"30,000.00",1997,63118
1665_160_0,FALSE,FALSE,4,0,"45,000.00",0,63118
1665_170_0,FALSE,FALSE,2,0,"38,750.00",0,63118
1665_180_0,FALSE,FALSE,1,0,"39,000.00",2005,63118
1665_200_0,FALSE,FALSE,1,0,"50,000.00",2015,63118
1665_210_0,FALSE,FALSE,1,0,"65,700.00",2018,63118
1665_230_0,FALSE,FALSE,4,0,"46,500.00",0,63118
1665_240_0,FALSE,FALSE,1,0,"115,000.00",0,63118
1665_250_0,FALSE,FALSE,1,0,"37,500.00",0,63118
1665_260_0,FALSE,FALSE,1,0,"78,000.00",0,63118
1665_270_0,FALSE,FALSE,1,0,"58,000.00",2007,63118
1667.05_10_0,FALSE,FALSE,4,0,"164,900.00",1996,63118
1667.05_30_0,FALSE,FALSE,1,0,"23,000.00",0,63118
1667.05_40_0,FALSE,FALSE,1,0,"5,000.00",2007,63118
1667.05_50_0,FALSE,FALSE,1,0,"15,000.00",0,63118
1667.05_60_0,FALSE,FALSE,1,0,"33,000.00",0,63118
1667.05_70_0,FALSE,FALSE,4,0,"63,000.00",0,63118
1667.05_130_0,TRUE,FALSE,0,0,"18,000.00",2001,63118
1667.05_140_0,TRUE,FALSE,0,0,"20,000.00",2002,63118
1667.05_150_0,FALSE,FALSE,1,0,"10,500.00",0,63118
1667.05_160_0,FALSE,FALSE,1,0,"16,000.00",0,63118
1667.06_10_0,FALSE,FALSE,1,0,"99,900.00",0,63118
1667.06_25_0,FALSE,FALSE,1,0,"37,000.00",0,63118
1667.06_35_0,FALSE,FALSE,1,0,"38,000.00",0,63118
1667.06_60_0,FALSE,FALSE,1,0,"59,900.00",0,63118
1667.06_70_0,FALSE,FALSE,1,0,"5,000.00",0,63118
1667.06_80_0,FALSE,FALSE,1,0,"12,500.00",0,63118
1667.06_90_0,FALSE,FALSE,2,0,"14,500.00",0,63118
1667.06_105_0,FALSE,FALSE,1,0,"18,000.00",0,63118
1667.06_110_0,FALSE,FALSE,1,0,"21,000.00",2018,63118
1667.06_140_0,FALSE,FALSE,1,0,"11,000.00",0,63118
1667.06_150_0,TRUE,FALSE,0,0,"40,000.00",2018,63118
1667.06_160_0,TRUE,FALSE,1,0,"12,000.00",0,63118
1667.06_170_0,FALSE,FALSE,1,0,"23,500.00",0,63118
1667.06_180_0,FALSE,FALSE,2,0,"16,000.00",0,63118
1667.06_210_0,FALSE,FALSE,4,0,"74,000.00",0,63118
1667.06_220_0,FALSE,FALSE,2,0,"58,195.00",0,63118
1667.06_250_0,FALSE,FALSE,1,0,"115,000.00",1996,63118
1667.06_260_0,TRUE,FALSE,0,0,"10,500.00",2014,63118
1667.06_270_0,TRUE,FALSE,0,0,"12,000.00",1998,63118
1667.06_290_0,FALSE,FALSE,1,0,"25,000.00",0,63118
1667.06_300_0,FALSE,FALSE,1,0,"25,000.00",0,63118
1667.06_330_0,FALSE,FALSE,1,0,"44,000.00",0,63118
1690_70_0,TRUE,FALSE,2,0,"17,000.00",0,63139
1691_10_0,FALSE,FALSE,1,0,"18,000.00",0,63139
1691_40_0,FALSE,FALSE,1,0,"34,900.00",0,63139
1691_50_0,FALSE,FALSE,1,0,"32,000.00",0,63139
1691_60_0,FALSE,FALSE,1,0,"57,500.00",0,63139
1691_70_0,FALSE,FALSE,1,0,"96,800.00",0,63139
1691_80_0,FALSE,FALSE,1,0,"16,000.00",0,63139
1691_90_0,FALSE,FALSE,1,0,"30,000.00",0,63139
1691_95_0,FALSE,FALSE,1,0,"75,900.00",0,63139
1691_100_0,FALSE,FALSE,1,0,"45,000.00",0,63139
1691_105_0,FALSE,FALSE,1,0,"42,500.00",0,63139
1691_110_0,FALSE,FALSE,1,0,"107,000.00",0,63139
1691_230_0,FALSE,FALSE,2,0,"48,000.00",0,63139
1691_250_0,FALSE,FALSE,1,0,"45,000.00",0,63139
1693_80_0,FALSE,FALSE,1,0,"6,000.00",0,63139
1693_90_0,FALSE,FALSE,1,0,"17,000.00",0,63139
1693_110_0,FALSE,FALSE,1,0,"109,000.00",0,63139
1693_130_0,FALSE,FALSE,1,0,"54,900.00",0,63139
1693_140_0,FALSE,FALSE,1,0,"153,000.00",0,63139
1694_20_0,FALSE,FALSE,1,1,"278,000.00",0,63139
1709.22_40_0,FALSE,FALSE,0,0,"110,000.00",0,63103
1720_110_0,FALSE,FALSE,0,0,"730,000.00",0,63103
1727.22_20_0,FALSE,FALSE,0,0,"257,000.00",0,63103
1727.22_40_0,FALSE,FALSE,0,0,"275,000.00",0,63103
1739.05_150_0,FALSE,FALSE,4,0,"99,900.00",0,63107
1739.06_94_0,FALSE,FALSE,2,0,"90,000.00",2013,63107
1739.06_96_0,FALSE,FALSE,1,0,"90,000.00",0,63107
1739.06_100_0,FALSE,FALSE,3,0,"30,000.00",0,63107
1740_70_0,FALSE,FALSE,1,0,"135,000.00",0,63107
1741.13_100_0,FALSE,FALSE,2,0,"10,000.00",0,63107
1741.13_170_0,TRUE,FALSE,0,0,"45,000.00",0,63107
1743_90_0,TRUE,FALSE,0,0,"6,000.00",2004,63107
1743_130_0,TRUE,FALSE,0,0,"10,000.00",1996,63107
1743_140_0,TRUE,FALSE,0,0,"2,000.00",1989,63107
1743_150_0,TRUE,FALSE,0,0,"37,000.00",2002,63107
1745_40_0,FALSE,FALSE,2,0,"1,500.00",2014,63107
1745_115_0,FALSE,FALSE,2,0,"60,000.00",0,63107
1745_140_0,FALSE,FALSE,2,0,"27,000.00",2011,63107
1745_220_0,FALSE,FALSE,4,0,"18,000.00",0,63107
1746_66_0,FALSE,FALSE,1,0,"82,000.00",0,63107
1747_40_0,FALSE,FALSE,2,0,"17,000.00",1998,63107
1747_55_0,FALSE,FALSE,2,0,"33,500.00",1990,63107
1747_90_0,FALSE,FALSE,4,0,"49,500.00",0,63107
1747_130_0,FALSE,FALSE,2,0,"5,000.00",2001,63107
1747_140_0,FALSE,FALSE,2,0,"38,500.00",0,63107
1754_50_0,TRUE,FALSE,0,0,"2,000.00",0,63118
1754_60_0,FALSE,FALSE,1,0,"75,000.00",0,63118
1754_70_0,FALSE,FALSE,1,0,"19,000.00",1993,63118
1754_80_0,FALSE,FALSE,1,0,"15,000.00",0,63118
1754_100_0,FALSE,FALSE,1,0,"68,500.00",0,63118
1754_110_0,FALSE,FALSE,1,0,"37,500.00",2006,63118
1754_120_0,FALSE,FALSE,1,0,"425,000.00",2009,63118
1754_130_0,FALSE,FALSE,2,0,"22,500.00",0,63118
1754_150_0,FALSE,FALSE,1,0,"19,500.00",0,63118
1754_170_0,FALSE,FALSE,2,0,"25,000.00",2016,63118
1754_260_0,FALSE,FALSE,1,0,"10,500.00",0,63118
1755_10_0,FALSE,FALSE,1,0,"245,000.00",0,63118
1755_15_0,FALSE,FALSE,1,0,"15,250.00",0,63118
1755_60_0,TRUE,FALSE,0,0,"15,000.00",1990,63118
1755_70_0,TRUE,FALSE,0,0,"5,000.00",1990,63118
1755_160_0,FALSE,FALSE,1,0,"15,000.00",2009,63118
1755_190_0,FALSE,FALSE,2,0,"17,000.00",0,63118
1756_10_0,TRUE,FALSE,0,0,"15,000.00",2010,63118
1756_21_0,FALSE,FALSE,1,0,"38,500.00",0,63118
1756_22_0,FALSE,FALSE,1,0,"38,500.00",1995,63118
1756_30_0,FALSE,FALSE,2,0,"20,000.00",0,63118
1756_40_0,FALSE,FALSE,1,0,"23,700.00",0,63118
1756_45_0,FALSE,FALSE,2,0,"34,300.00",0,63118
1756_60_0,FALSE,FALSE,1,0,"39,600.00",0,63118
1756_70_0,FALSE,FALSE,1,0,"22,100.00",0,63118
1756_80_0,FALSE,FALSE,2,0,"18,342.00",0,63118
1756_90_0,FALSE,FALSE,4,0,"32,000.00",0,63118
1756_120_0,FALSE,FALSE,1,0,"14,000.00",0,63118
1756_215_0,FALSE,FALSE,1,0,"75,000.00",0,63118
1756_235_0,FALSE,FALSE,2,0,"41,000.00",0,63118
1756_245_0,FALSE,FALSE,2,0,"17,000.00",0,63118
1756_255_0,FALSE,FALSE,1,0,"40,000.00",1998,63118
1756_290_0,FALSE,FALSE,1,0,"11,200.00",2015,63118
1756_300_0,FALSE,FALSE,1,0,"85,000.00",1998,63118
1757_40_0,FALSE,FALSE,0,0,"3,500.00",0,63118
1757_50_0,FALSE,FALSE,4,0,"52,500.00",0,63118
1757_100_0,TRUE,FALSE,0,0,"20,000.00",0,63118
1757_110_0,FALSE,FALSE,2,0,"10,000.00",2018,63118
1757_130_0,FALSE,FALSE,1,0,"15,000.00",2002,63118
1758_10_0,FALSE,FALSE,2,0,"79,900.00",0,63118
1758_20_0,FALSE,FALSE,2,0,"30,000.00",0,63118
1758_60_0,FALSE,FALSE,4,0,"37,500.00",0,63118
1758_70_0,FALSE,FALSE,1,0,"18,500.00",1994,63118
1759_10_0,FALSE,FALSE,2,0,"29,500.00",0,63118
1759_30_0,TRUE,FALSE,0,0,"18,500.00",1996,63118
1759_50_0,FALSE,FALSE,2,0,"48,000.00",0,63118
1759_60_0,FALSE,FALSE,2,0,"29,900.00",0,63118
1759_70_0,TRUE,FALSE,2,0,"17,000.00",0,63118
1759_100_0,TRUE,FALSE,0,0,"27,350.00",2014,63118
1759_105_0,FALSE,FALSE,2,0,"20,000.00",1994,63118
1759_110_0,FALSE,FALSE,1,0,"22,000.00",0,63118
1759_120_0,FALSE,FALSE,2,0,"33,800.00",1999,63118
1759_140_0,FALSE,FALSE,1,0,"6,000.00",0,63118
1759_160_0,FALSE,FALSE,1,0,"186,000.00",1998,63118
1759_170_0,FALSE,FALSE,2,0,"79,000.00",0,63118
1759_180_0,FALSE,FALSE,2,0,"30,000.00",0,63118
1759_210_0,TRUE,FALSE,0,0,"5,000.00",1998,63118
1759_230_0,TRUE,FALSE,0,0,"31,900.00",1995,63118
1759_250_0,FALSE,FALSE,1,0,"36,000.00",0,63118
1759_260_0,FALSE,FALSE,1,0,"132,000.00",0,63118
1759_270_0,FALSE,FALSE,1,0,"57,000.00",0,63118
1759_280_0,FALSE,FALSE,1,0,"40,000.00",0,63118
1759_290_0,FALSE,FALSE,1,0,"30,000.00",0,63118
1759_330_0,FALSE,FALSE,1,0,"14,000.00",1998,63118
1759_350_0,FALSE,FALSE,2,0,"120,000.00",0,63118
1759_380_0,FALSE,FALSE,1,0,"21,900.00",0,63118
1759_390_0,TRUE,FALSE,0,0,"30,100.00",0,63118
1759_410_0,FALSE,FALSE,1,0,"35,500.00",0,63118
1760_10_0,FALSE,FALSE,1,0,"28,900.00",0,63118
1760_30_0,FALSE,FALSE,1,0,"164,000.00",0,63118
1760_40_0,FALSE,FALSE,1,0,"5,000.00",0,63118
1760_50_0,FALSE,FALSE,1,0,"13,500.00",0,63118
1760_60_0,FALSE,FALSE,1,0,"54,000.00",0,63118
1760_70_0,TRUE,FALSE,0,0,"18,000.00",1992,63118
1760_80_0,FALSE,FALSE,1,0,"15,000.00",1992,63118
1760_90_0,FALSE,FALSE,2,0,"18,281.00",0,63118
1760_110_0,FALSE,FALSE,4,0,"69,000.00",0,63118
1760_150_0,FALSE,FALSE,2,0,"25,000.00",0,63118
1760_160_0,FALSE,FALSE,1,0,"25,000.00",0,63118
1760_190_0,FALSE,FALSE,1,0,"24,551.00",0,63118
1760_200_0,FALSE,FALSE,1,0,683.00,0,63118
1760_210_0,FALSE,FALSE,2,0,"33,000.00",2001,63118
1760_220_0,FALSE,FALSE,3,0,"40,000.00",2018,63118
1760_230_0,FALSE,FALSE,1,0,"45,750.00",0,63118
1760_240_0,FALSE,FALSE,2,0,"9,500.00",0,63118
1760_250_0,FALSE,FALSE,1,0,"25,511.00",0,63118
1760_260_0,FALSE,FALSE,1,0,"15,500.00",1998,63118
1760_290_0,FALSE,FALSE,1,0,"25,900.00",0,63118
1760_320_0,FALSE,FALSE,2,0,"10,000.00",0,63118
1760_350_0,FALSE,FALSE,1,0,"25,000.00",0,63118
1760_360_0,FALSE,FALSE,1,0,"15,000.00",0,63118
1760_400_0,FALSE,FALSE,1,0,"19,200.00",2017,63118
1760_410_0,FALSE,FALSE,1,0,"34,000.00",0,63118
1760_511_0,FALSE,FALSE,1,0,"237,000.00",2007,63118
1760_512_0,FALSE,FALSE,1,0,"279,000.00",1995,63118
1761_20_0,TRUE,FALSE,1,0,"5,000.00",2013,63118
1761_50_0,TRUE,FALSE,2,0,"40,000.00",2001,63118
1761_90_0,FALSE,FALSE,1,0,"64,000.00",1999,63118
1761_100_0,FALSE,FALSE,4,0,"38,500.00",0,63118
1761_200_0,FALSE,FALSE,0,0,"56,000.00",1992,63118
1761_280_0,FALSE,FALSE,1,0,"20,000.00",0,63118
1761_300_0,FALSE,FALSE,1,0,"93,027.00",0,63118
1761_320_0,FALSE,FALSE,1,0,"32,000.00",0,63118
1761_330_0,FALSE,FALSE,1,0,"29,000.00",0,63118
1761_340_0,FALSE,FALSE,2,0,"60,000.00",0,63118
1761_350_0,FALSE,FALSE,1,0,"39,900.00",0,63118
1761_370_0,FALSE,FALSE,1,0,"217,500.00",0,63118
1761_380_0,FALSE,FALSE,1,0,"131,000.00",2018,63118
1762_20_0,TRUE,FALSE,0,0,"18,000.00",2004,63118
1762_30_0,FALSE,FALSE,2,0,"16,000.00",0,63118
1762_40_0,FALSE,FALSE,1,0,"21,500.00",0,63118
1762_50_0,FALSE,FALSE,1,0,"25,000.00",0,63118
1762_60_0,FALSE,FALSE,1,0,"33,000.00",0,63118
1762_70_0,FALSE,FALSE,1,0,"50,000.00",0,63118
1762_80_0,FALSE,FALSE,1,0,"25,500.00",0,63118
1762_90_0,FALSE,FALSE,1,0,"52,000.00",0,63118
1762_100_0,FALSE,FALSE,1,0,"39,000.00",0,63118
1762_110_0,FALSE,FALSE,1,0,"17,500.00",0,63118
1762_120_0,FALSE,FALSE,1,0,"15,000.00",0,63118
1762_130_0,FALSE,FALSE,1,0,"18,500.00",0,63118
1762_140_0,FALSE,FALSE,1,0,"15,000.00",0,63118
1762_150_0,FALSE,FALSE,1,0,"9,500.00",0,63118
1762_160_0,FALSE,FALSE,1,0,"25,000.00",0,63118
